Type de campagne,Nom de la campagne,Medium d'affichage,Format,Nom d√©taill√© du visuel,Quantit√© en entrepot,Quantit√© en expo,Date de d√©but,Date de fin,Statut de la campagne,Visuel,Statut apr√®s periode d'affichage,Date du dernier d√©compte,Date Created,Date Modified,Record ID#,Record Owner,Last Modified By
Communication et sensibilisation,Exo Surete,Polypropylene flexible,24.25 x 18,"Votre securite, notre priorite",212,0,S/O,S/O,Inactif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,383,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Campagnes promotionnelles/marketing,Fermier de famille,Polypropylene flexible,20 x 28,Fermier de famille,4,0,01-09-2025,10-31-2025,Inactif,,√Ä conserver pour prochain besoin,12-03-2026,03-15-2026 10:33 PM,05-04-2026 11:01 AM,384,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,NaviLens,Polypropylene flexible,,Du nouveau dans les transports collectifs,1,26,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,04-15-2026 08:08 AM,385,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Opus,Polypropylene flexible,20 x 28,Evitez la file,9,5,S/O,S/O,Actif,,Message perenne - affiche filler,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,386,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Opus,Polypropylene flexible,"24,25 x 18",Evitez la file,60,26,S/O,S/O,Actif,,Message perenne - affiche filler,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,387,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Opus,Polypropylene flexible,20 x 28,Pour recharger votre carte,193,10,S/O,S/O,Actif,,Message perenne - affiche filler,12-03-2026,03-15-2026 10:33 PM,04-12-2026 08:49 AM,388,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Opus,Polypropylene flexible,"24,25 x 18",Pour recharger votre carte,59,25,S/O,S/O,Actif,,Message perenne - affiche filler,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,389,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Opus,Polypropylene flexible,20 x 28,Nouveau - Evitez la file,73,3,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,390,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Outils,Polypropylene flexible,20 x 24,Soyez avises des perturbations de service,9,3,S/O,S/O,Actif,,Message perenne - affiche filler,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,391,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Outils,Polypropylene flexible,"20,66 X 41,66",Soyez avises des perturbations de service,13,2,S/O,S/O,Actif,,Message perenne - affiche filler,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,392,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Outils,Polypropylene flexible,20 x 28,Soyez avises des perturbations de service,149,41,S/O,S/O,Actif,,Message perenne - affiche filler,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,393,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Outils,Polypropylene flexible,"24,25 x 18",Soyez avises des perturbations de service,46,12,S/O,S/O,Actif,,Message perenne - affiche filler,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,394,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Outils,Polypropylene flexible,26 x 20,Soyez avises des perturbations de service,31,7,S/O,S/O,Actif,,Message perenne - affiche filler,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,395,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Paiement comptant et correspondances,Polypropylene flexible,"12,7 x 34,25",Paiement comptant et correspondances,,24,S/O,02-02-2026,Inactif,,"Desuet, a recycler",12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,396,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Paiement comptant et correspondances,Polypropylene flexible,"24,625 X 24,625",Paiement comptant et correspondances,,73,S/O,S/O,Inactif,,"Desuet, a recycler",12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,397,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Paiement ouvert,Polypropylene flexible,20 x 28,"Tapez, payez et voyagez",3,2,S/O,S/O,Actif,,Message perenne - affiche filler,12-03-2026,03-15-2026 10:33 PM,03-28-2026 11:07 AM,398,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Affichage informationnel,Plan metropolitain,Sintra,"43,5 x 24,75",Plan metropolitain (2025),9,3,S/O,S/O,Inactif,,"Desuet, a recycler",12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,399,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Affichage informationnel,Plan metropolitain,Polypropylene flexible,26 x 20,Plan metropolitain,14,81,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,400,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Affichage informationnel,Plan metropolitain,Sintra,21 x 33,Plan metropolitain,11,23,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,401,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Affichage informationnel,Plan metropolitain,Polypropylene flexible,"24,25 x 18",Plan metropolitain,55,42,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,402,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Affichage informationnel,Plan metropolitain,Sintra,41-3/16 x 24-3/32,Plan metropolitain,12,75,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,403,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Affichage informationnel,Points de vente a proximite,Polypropylene flexible,,Points de vente a proximite (T. Repentigny),0,1,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,404,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Qmatic,Polypropylene flexible,20 x 28,Prenez un numero,0,3,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,405,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Refonte tarifaire,Polypropylene flexible,,Refonte tarifaire 2022 (V2000-3000),0,3,S/O,S/O,Inactif,,"Desuet, a recycler",12-03-2026,03-15-2026 10:33 PM,03-19-2026 06:36 PM,406,Simon BÈgin <67952005.bxtw>,Maryl√®ne Blanchette <68163323.ijrh>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,Arretez aux feux rouges (Fond rouge),6,0,S/O,S/O,Actif,,Message d'actualit√©,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,407,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,Arretez aux feux rouges (Fond noir),12,5,S/O,S/O,Actif,,Message d'actualit√©,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,408,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,Dispersez-vous quais,0,1,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,409,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication  et sensibilisation,Securite,Polypropylene flexible,20 x 28,Dispersez-vous quais et escaliers,16,0,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,410,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,Interdit de marcher sur la voie ferree,17,10,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,411,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,Les trains arrivent des deux cotes,16,3,S/O,S/O,Inactif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,412,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,Ne circulez pas dans les boucles d'autobus,3,8,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,413,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,Ne courez jamais apres l'autobus,5,11,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,414,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,Ne traversez pas devant un autobus,5,8,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,415,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,26 x 20,Votre vie est precieuse,43,51,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,416,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,"24,25 x 18",Votre vie est precieuse,40,32,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,417,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,"Pour votre securite, ne depassez pas la ligne jaune",0,2,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,418,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,"Pour votre securite, ne depassez pas la ligne jaune  (web sous texte)",9,6,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,419,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,"Pour votre securite, ne depassez pas la ligne jaune (web sous logo)",18,0,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,420,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,"Sur le quai, enlevez vos ecouteurs",33,19,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,421,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,"Sur le quai, rangez votre cellulaire",26,31,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,422,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,Soyez prudents - bleu (20 x 28),31,0,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,423,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Securite,Polypropylene flexible,20 x 28,Soyez prudents - jaune (20 x 28),31,0,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,424,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Habillage,VAL - Habillage Exo,Autocollant,,"VAL - Pas de Visa, MasterCard, Interac",5,110,01-10-2025,S/O,Actif,,A conserver pour prochain besoin,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,425,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Affichage informationnel,Velo-Station,Polypropylene flexible,20 x 24,Pour bien profiter de la Velo-Station,27,0,S/O,S/O,Inactif,,A conserver pour prochain besoin,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,426,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Affichage informationnel,Velo-Station,Polypropylene flexible,20 x 28,Velo-Station - directives d'installation,11,8,S/O,S/O,Inactif,,√Ä conserver pour prochain besoin,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,427,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Affichage informationnel,Plan metropolitain,Polypropylene flexible,20 x 28,Plan metropolitain,30,239,S/O,S/O,Actif,,Message d'actualite,12-03-2026,03-15-2026 10:33 PM,03-15-2026 10:33 PM,428,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
Communication et sensibilisation,Civisme,Polypropylene flexible,20 x 28,Avis a la courtoisie - Respect du personnel des PDVS,0,8,01-02-2026,01-04-2026,Actif,,Message p√©renne - Affiche Filler,12-03-2026,03-28-2026 11:20 AM,03-28-2026 11:21 AM,429,Simon BÈgin <67952005.bxtw>,Simon BÈgin <67952005.bxtw>
